path,filename,languages,media,date,pid,designType,activityType,groupType
childes/Eng-NA/Champaign/21X/11B,11B,eng,,2009-02-01,11312/a-00081481-1,,,
childes/Eng-NA/Champaign/21X/12G,12G,eng,,2009-05-01,11312/a-00081482-1,,,
childes/Eng-NA/Champaign/21X/13B,13B,eng,,2009-07-01,11312/a-00081483-1,,,
childes/Eng-NA/Champaign/21X/18B,18B,eng,,2009-03-01,11312/a-00081484-1,,,
childes/Eng-NA/Champaign/21X/19G,19G,eng,,2009-03-01,11312/a-00081485-1,,,
childes/Eng-NA/Champaign/21X/20G,20G,eng,,2009-04-01,11312/a-00081486-1,,,
childes/Eng-NA/Champaign/21X/21B,21B,eng,,2009-05-01,11312/a-00081487-1,,,
childes/Eng-NA/Champaign/21X/22B,22B,eng,,2009-04-01,11312/a-00081488-1,,,
childes/Eng-NA/Champaign/21X/25G,25G,eng,,2009-06-01,11312/a-00081489-1,,,
childes/Eng-NA/Champaign/21X/26B,26B,eng,,2009-05-01,11312/a-00081490-1,,,
childes/Eng-NA/Champaign/21X/28G,28G,eng,,2009-06-01,11312/a-00081491-1,,,
childes/Eng-NA/Champaign/21X/30B,30B,eng,,2009-06-01,11312/a-00081492-1,,,
childes/Eng-NA/Champaign/21X/33B,33B,eng,,2009-09-01,11312/a-00081493-1,,,
childes/Eng-NA/Champaign/21X/35G,35G,eng,,2009-05-01,11312/a-00081494-1,,,
childes/Eng-NA/Champaign/21X/36B,36B,eng,,2009-06-01,11312/a-00081495-1,,,
childes/Eng-NA/Champaign/21X/38G,38G,eng,,2010-03-01,11312/a-00081496-1,,,
childes/Eng-NA/Champaign/21X/39B,39B,eng,,2009-11-01,11312/a-00081497-1,,,
childes/Eng-NA/Champaign/21X/40B,40B,eng,,2010-03-01,11312/a-00081498-1,,,
childes/Eng-NA/Champaign/21X/41G,41G,eng,,2009-12-01,11312/a-00081499-1,,,
childes/Eng-NA/Champaign/21X/42B,42B,eng,,2010-04-01,11312/a-00081500-1,,,
childes/Eng-NA/Champaign/21X/43B,43B,eng,,2010-04-01,11312/a-00081501-1,,,
childes/Eng-NA/Champaign/21X/44B,44B,eng,,2010-03-01,11312/a-00081502-1,,,
childes/Eng-NA/Champaign/21X/45G,45G,eng,,2010-05-01,11312/a-00081503-1,,,
childes/Eng-NA/Champaign/21X/46G,46G,eng,,,11312/a-00081504-1,,,
childes/Eng-NA/Champaign/21X/47B,47B,eng,,2010-04-01,11312/a-00081505-1,,,
childes/Eng-NA/Champaign/21X/48B,48B,eng,,2010-06-01,11312/a-00081506-1,,,
childes/Eng-NA/Champaign/21X/49G,49G,eng,,2010-06-01,11312/a-00081507-1,,,
childes/Eng-NA/Champaign/21X/50B,50B,eng,,2010-03-01,11312/a-00081508-1,,,
childes/Eng-NA/Champaign/21X/51G,51G,eng,,2010-02-01,11312/a-00081509-1,,,
childes/Eng-NA/Champaign/21X/53G,53G,eng,,2010-02-01,11312/a-00081510-1,,,
childes/Eng-NA/Champaign/21X/54B,54B,eng,,2010-09-01,11312/a-00081511-1,,,
childes/Eng-NA/Champaign/21X/55G,55G,eng,,2010-03-01,11312/a-00081512-1,,,
childes/Eng-NA/Champaign/21X/57B,57B,eng,,2010-04-01,11312/a-00081513-1,,,
childes/Eng-NA/Champaign/21X/58G,58G,eng,,2010-09-01,11312/a-00081514-1,,,
childes/Eng-NA/Champaign/21X/59B,59B,eng,,2010-09-01,11312/a-00081515-1,,,
childes/Eng-NA/Champaign/21X/60G,60G,eng,,2010-09-01,11312/a-00081516-1,,,
childes/Eng-NA/Champaign/21X/61B,61B,eng,,2010-10-01,11312/a-00081517-1,,,
childes/Eng-NA/Champaign/24P/01G,01G,eng,,2009-05-01,11312/a-00081518-1,,,
childes/Eng-NA/Champaign/24P/03G,03G,eng,,2009-09-01,11312/a-00081519-1,,,
childes/Eng-NA/Champaign/24P/05G,05G,eng,,2009-06-01,11312/a-00081520-1,,,
childes/Eng-NA/Champaign/24P/06B,06B,eng,,2009-04-01,11312/a-00081521-1,,,
childes/Eng-NA/Champaign/24P/08G,08G,eng,,2009-07-01,11312/a-00081522-1,,,
childes/Eng-NA/Champaign/24P/09G,09G,eng,,2009-09-01,11312/a-00081523-1,,,
childes/Eng-NA/Champaign/24P/10G,10G,eng,,2009-06-01,11312/a-00081524-1,,,
childes/Eng-NA/Champaign/24P/11B,11B,eng,,2009-04-01,11312/a-00081525-1,,,
childes/Eng-NA/Champaign/24P/12G,12G,eng,,2009-08-01,11312/a-00081526-1,,,
childes/Eng-NA/Champaign/24P/13B,13B,eng,,2009-10-01,11312/a-00081527-1,,,
childes/Eng-NA/Champaign/24P/18B,18B,eng,,2009-05-01,11312/a-00081528-1,,,
childes/Eng-NA/Champaign/24P/19G,19G,eng,,2009-05-01,11312/a-00081529-1,,,
childes/Eng-NA/Champaign/24P/20G,20G,eng,,2009-07-01,11312/a-00081530-1,,,
childes/Eng-NA/Champaign/24P/21B,21B,eng,,2009-08-01,11312/a-00081531-1,,,
childes/Eng-NA/Champaign/24P/22B,22B,eng,,2009-07-01,11312/a-00081532-1,,,
childes/Eng-NA/Champaign/24P/25G,25G,eng,,2009-10-01,11312/a-00081533-1,,,
childes/Eng-NA/Champaign/24P/26B,26B,eng,,2009-08-01,11312/a-00081534-1,,,
childes/Eng-NA/Champaign/24P/28G,28G,eng,,2009-08-01,11312/a-00081535-1,,,
childes/Eng-NA/Champaign/24P/30B,30B,eng,,2009-10-01,11312/a-00081536-1,,,
childes/Eng-NA/Champaign/24P/33B,33B,eng,,2009-12-01,11312/a-00081537-1,,,
childes/Eng-NA/Champaign/24P/35G,35G,eng,,2009-08-01,11312/a-00081538-1,,,
childes/Eng-NA/Champaign/24P/36B,36B,eng,,2009-09-01,11312/a-00081539-1,,,
childes/Eng-NA/Champaign/24P/38G,38G,eng,,2010-07-01,11312/a-00081540-1,,,
childes/Eng-NA/Champaign/24P/39B,39B,eng,,2010-01-01,11312/a-00081541-1,,,
childes/Eng-NA/Champaign/24P/40B,40B,eng,,2010-07-01,11312/a-00081542-1,,,
childes/Eng-NA/Champaign/24P/41G,41G,eng,,2010-03-01,11312/a-00081543-1,,,
childes/Eng-NA/Champaign/24P/42B,42B,eng,,2010-07-01,11312/a-00081544-1,,,
childes/Eng-NA/Champaign/24P/43B,43B,eng,,2010-07-01,11312/a-00081545-1,,,
childes/Eng-NA/Champaign/24P/44B,44B,eng,,2010-06-01,11312/a-00081546-1,,,
childes/Eng-NA/Champaign/24P/45G,45G,eng,,2010-08-01,11312/a-00081547-1,,,
childes/Eng-NA/Champaign/24P/46G,46G,eng,,2010-05-01,11312/a-00081548-1,,,
childes/Eng-NA/Champaign/24P/47B,47B,eng,,2010-08-01,11312/a-00081549-1,,,
childes/Eng-NA/Champaign/24P/48B,48B,eng,,2010-09-01,11312/a-00081550-1,,,
childes/Eng-NA/Champaign/24P/49G,49G,eng,,2010-09-01,11312/a-00081551-1,,,
childes/Eng-NA/Champaign/24P/50B,50B,eng,,2010-07-01,11312/a-00081552-1,,,
childes/Eng-NA/Champaign/24P/51G,51G,eng,,2010-04-01,11312/a-00081553-1,,,
childes/Eng-NA/Champaign/24P/53G,53G,eng,,2010-05-01,11312/a-00081554-1,,,
childes/Eng-NA/Champaign/24P/54B,54B,eng,,2010-11-01,11312/a-00081555-1,,,
childes/Eng-NA/Champaign/24P/55G,55G,eng,,2010-06-01,11312/a-00081556-1,,,
childes/Eng-NA/Champaign/24P/57B,57B,eng,,2010-07-01,11312/a-00081557-1,,,
childes/Eng-NA/Champaign/24P/58G,58G,eng,,2010-12-01,11312/a-00081558-1,,,
childes/Eng-NA/Champaign/24P/59B,59B,eng,,2011-01-01,11312/a-00081559-1,,,
childes/Eng-NA/Champaign/24P/60G,60G,eng,,2010-12-01,11312/a-00081560-1,,,
childes/Eng-NA/Champaign/24P/61B,61B,eng,,2011-03-01,11312/a-00081561-1,,,
childes/Eng-NA/Champaign/24X/01G,01G,eng,,2009-05-01,11312/a-00081562-1,,,
childes/Eng-NA/Champaign/24X/03G,03G,eng,,2009-09-01,11312/a-00081563-1,,,
childes/Eng-NA/Champaign/24X/05G,05G,eng,,2009-06-01,11312/a-00081564-1,,,
childes/Eng-NA/Champaign/24X/06B,06B,eng,,2009-04-01,11312/a-00081565-1,,,
childes/Eng-NA/Champaign/24X/08G,08G,eng,,2009-07-01,11312/a-00081566-1,,,
childes/Eng-NA/Champaign/24X/09G,09G,eng,,2009-09-01,11312/a-00081567-1,,,
childes/Eng-NA/Champaign/24X/10G,10G,eng,,2009-06-01,11312/a-00081568-1,,,
childes/Eng-NA/Champaign/24X/11B,11B,eng,,2009-04-01,11312/a-00081569-1,,,
childes/Eng-NA/Champaign/24X/12G,12G,eng,,2009-08-01,11312/a-00081570-1,,,
childes/Eng-NA/Champaign/24X/13B,13B,eng,,,11312/a-00081571-1,,,
childes/Eng-NA/Champaign/24X/18B,18B,eng,,2009-05-01,11312/a-00081572-1,,,
childes/Eng-NA/Champaign/24X/19G,19G,eng,,2009-05-01,11312/a-00081573-1,,,
childes/Eng-NA/Champaign/24X/20G,20G,eng,,2009-07-01,11312/a-00081574-1,,,
childes/Eng-NA/Champaign/24X/21B,21B,eng,,2009-08-01,11312/a-00081575-1,,,
childes/Eng-NA/Champaign/24X/22B,22B,eng,,2009-07-01,11312/a-00081576-1,,,
childes/Eng-NA/Champaign/24X/25G,25G,eng,,2009-10-01,11312/a-00081577-1,,,
childes/Eng-NA/Champaign/24X/26B,26B,eng,,2009-08-01,11312/a-00081578-1,,,
childes/Eng-NA/Champaign/24X/28G,28G,eng,,2009-08-01,11312/a-00081579-1,,,
childes/Eng-NA/Champaign/24X/30B,30B,eng,,2009-10-01,11312/a-00081580-1,,,
childes/Eng-NA/Champaign/24X/33B,33B,eng,,2009-12-01,11312/a-00081581-1,,,
childes/Eng-NA/Champaign/24X/35G,35G,eng,,2009-08-01,11312/a-00081582-1,,,
childes/Eng-NA/Champaign/24X/36B,36B,eng,,2009-09-01,11312/a-00081583-1,,,
childes/Eng-NA/Champaign/24X/38G,38G,eng,,2010-07-01,11312/a-00081584-1,,,
childes/Eng-NA/Champaign/24X/39B,39B,eng,,2010-01-01,11312/a-00081585-1,,,
childes/Eng-NA/Champaign/24X/40B,40B,eng,,2010-07-01,11312/a-00081586-1,,,
childes/Eng-NA/Champaign/24X/41G,41G,eng,,2010-03-01,11312/a-00081587-1,,,
childes/Eng-NA/Champaign/24X/42B,42B,eng,,2010-07-01,11312/a-00081588-1,,,
childes/Eng-NA/Champaign/24X/43B,43B,eng,,2010-05-01,11312/a-00081589-1,,,
childes/Eng-NA/Champaign/24X/44B,44B,eng,,2010-06-01,11312/a-00081590-1,,,
childes/Eng-NA/Champaign/24X/45G,45G,eng,,2010-08-01,11312/a-00081591-1,,,
childes/Eng-NA/Champaign/24X/46G,46G,eng,,2010-05-01,11312/a-00081592-1,,,
childes/Eng-NA/Champaign/24X/47B,47B,eng,,2010-08-01,11312/a-00081593-1,,,
childes/Eng-NA/Champaign/24X/48B,48B,eng,,2010-09-01,11312/a-00081594-1,,,
childes/Eng-NA/Champaign/24X/49G,49G,eng,,2010-09-01,11312/a-00081595-1,,,
childes/Eng-NA/Champaign/24X/50B,50B,eng,,2010-07-01,11312/a-00081596-1,,,
childes/Eng-NA/Champaign/24X/51G,51G,eng,,2010-04-01,11312/a-00081597-1,,,
childes/Eng-NA/Champaign/24X/53G,53G,eng,,2010-05-01,11312/a-00081598-1,,,
childes/Eng-NA/Champaign/24X/54B,54B,eng,,2010-11-01,11312/a-00081599-1,,,
childes/Eng-NA/Champaign/24X/55G,55G,eng,,2010-06-01,11312/a-00081600-1,,,
childes/Eng-NA/Champaign/24X/57B,57B,eng,,2010-07-01,11312/a-00081601-1,,,
childes/Eng-NA/Champaign/24X/58G,58G,eng,,2010-12-01,11312/a-00081602-1,,,
childes/Eng-NA/Champaign/24X/59B,59B,eng,,2011-01-01,11312/a-00081603-1,,,
childes/Eng-NA/Champaign/24X/60G,60G,eng,,2010-12-01,11312/a-00081604-1,,,
childes/Eng-NA/Champaign/24X/61B,61B,eng,,2011-03-01,11312/a-00081605-1,,,
childes/Eng-NA/Champaign/27P/01G,01G,eng,,2009-08-01,11312/a-00081606-1,,,
childes/Eng-NA/Champaign/27P/03G,03G,eng,,2009-12-01,11312/a-00081607-1,,,
childes/Eng-NA/Champaign/27P/05G,05G,eng,,2009-09-01,11312/a-00081608-1,,,
childes/Eng-NA/Champaign/27P/06B,06B,eng,,2009-07-01,11312/a-00081609-1,,,
childes/Eng-NA/Champaign/27P/08G,08G,eng,,2009-10-01,11312/a-00081610-1,,,
childes/Eng-NA/Champaign/27P/09G,09G,eng,,2009-12-01,11312/a-00081611-1,,,
childes/Eng-NA/Champaign/27P/10G,10G,eng,,2009-09-01,11312/a-00081612-1,,,
childes/Eng-NA/Champaign/27P/11B,11B,eng,,2009-07-01,11312/a-00081613-1,,,
childes/Eng-NA/Champaign/27P/12G,12G,eng,,2009-11-01,11312/a-00081614-1,,,
childes/Eng-NA/Champaign/27P/13B,13B,eng,,2010-01-01,11312/a-00081615-1,,,
childes/Eng-NA/Champaign/27P/18B,18B,eng,,2009-09-01,11312/a-00081616-1,,,
childes/Eng-NA/Champaign/27P/19G,19G,eng,,2009-08-01,11312/a-00081617-1,,,
childes/Eng-NA/Champaign/27P/20G,20G,eng,,2009-10-01,11312/a-00081618-1,,,
childes/Eng-NA/Champaign/27P/21B,21B,eng,,2009-11-01,11312/a-00081619-1,,,
childes/Eng-NA/Champaign/27P/22B,22B,eng,,2009-10-01,11312/a-00081620-1,,,
childes/Eng-NA/Champaign/27P/25G,25G,eng,,2010-01-01,11312/a-00081621-1,,,
childes/Eng-NA/Champaign/27P/26B,26B,eng,,2009-11-01,11312/a-00081622-1,,,
childes/Eng-NA/Champaign/27P/28G,28G,eng,,2009-11-01,11312/a-00081623-1,,,
childes/Eng-NA/Champaign/27P/30B,30B,eng,,2009-12-01,11312/a-00081624-1,,,
childes/Eng-NA/Champaign/27P/33B,33B,eng,,2010-03-01,11312/a-00081625-1,,,
childes/Eng-NA/Champaign/27P/35G,35G,eng,,2009-11-01,11312/a-00081626-1,,,
childes/Eng-NA/Champaign/27P/36B,36B,eng,,2009-12-01,11312/a-00081627-1,,,
childes/Eng-NA/Champaign/27P/38G,38G,eng,,2010-10-01,11312/a-00081628-1,,,
childes/Eng-NA/Champaign/27P/39B,39B,eng,,2010-05-01,11312/a-00081629-1,,,
childes/Eng-NA/Champaign/27P/40B,40B,eng,,2010-10-01,11312/a-00081630-1,,,
childes/Eng-NA/Champaign/27P/41G,41G,eng,,2010-06-01,11312/a-00081631-1,,,
childes/Eng-NA/Champaign/27P/42B,42B,eng,,2010-10-01,11312/a-00081632-1,,,
childes/Eng-NA/Champaign/27P/43B,43B,eng,,2010-11-01,11312/a-00081633-1,,,
childes/Eng-NA/Champaign/27P/44B,44B,eng,,2010-09-01,11312/a-00081634-1,,,
childes/Eng-NA/Champaign/27P/45G,45G,eng,,2010-11-01,11312/a-00081635-1,,,
childes/Eng-NA/Champaign/27P/46G,46G,eng,,2010-08-01,11312/a-00081636-1,,,
childes/Eng-NA/Champaign/27P/47B,47B,eng,,2010-10-01,11312/a-00081637-1,,,
childes/Eng-NA/Champaign/27P/48B,48B,eng,,2010-12-01,11312/a-00081638-1,,,
childes/Eng-NA/Champaign/27P/49G,49G,eng,,2010-12-01,11312/a-00081639-1,,,
childes/Eng-NA/Champaign/27P/50B,50B,eng,,2010-10-01,11312/a-00081640-1,,,
childes/Eng-NA/Champaign/27P/51G,51G,eng,,2010-07-01,11312/a-00081641-1,,,
childes/Eng-NA/Champaign/27P/53G,53G,eng,,2010-08-01,11312/a-00081642-1,,,
childes/Eng-NA/Champaign/27P/54B,54B,eng,,1911-03-01,11312/a-00081643-1,,,
childes/Eng-NA/Champaign/27P/55G,55G,eng,,2010-09-01,11312/a-00081644-1,,,
childes/Eng-NA/Champaign/27P/57B,57B,eng,,2010-10-01,11312/a-00081645-1,,,
childes/Eng-NA/Champaign/27P/58G,58G,eng,,2011-04-01,11312/a-00081646-1,,,
childes/Eng-NA/Champaign/27P/59B,59B,eng,,2011-03-01,11312/a-00081647-1,,,
childes/Eng-NA/Champaign/27P/60G,60G,eng,,2011-03-01,11312/a-00081648-1,,,
childes/Eng-NA/Champaign/27P/61B,61B,eng,,2011-05-01,11312/a-00081649-1,,,
childes/Eng-NA/Champaign/27X/01G,01G,eng,,2009-08-01,11312/a-00081650-1,,,
childes/Eng-NA/Champaign/27X/03G,03G,eng,,2009-12-01,11312/a-00081651-1,,,
childes/Eng-NA/Champaign/27X/05G,05G,eng,,2009-09-01,11312/a-00081652-1,,,
childes/Eng-NA/Champaign/27X/06B,06B,eng,,2009-07-01,11312/a-00081653-1,,,
childes/Eng-NA/Champaign/27X/08G,08G,eng,,2009-10-01,11312/a-00081654-1,,,
childes/Eng-NA/Champaign/27X/09G,09G,eng,,2009-12-01,11312/a-00081655-1,,,
childes/Eng-NA/Champaign/27X/10G,10G,eng,,2009-09-01,11312/a-00081656-1,,,
childes/Eng-NA/Champaign/27X/11B,11B,eng,,2009-07-01,11312/a-00081657-1,,,
childes/Eng-NA/Champaign/27X/12G,12G,eng,,2009-11-01,11312/a-00081658-1,,,
childes/Eng-NA/Champaign/27X/13B,13B,eng,,2010-01-01,11312/a-00081659-1,,,
childes/Eng-NA/Champaign/27X/18B,18B,eng,,2009-09-01,11312/a-00081660-1,,,
childes/Eng-NA/Champaign/27X/19G,19G,eng,,2009-08-01,11312/a-00081661-1,,,
childes/Eng-NA/Champaign/27X/20G,20G,eng,,2009-10-01,11312/a-00081662-1,,,
childes/Eng-NA/Champaign/27X/21B,21B,eng,,2009-11-01,11312/a-00081663-1,,,
childes/Eng-NA/Champaign/27X/22B,22B,eng,,2009-10-01,11312/a-00081664-1,,,
childes/Eng-NA/Champaign/27X/25G,25G,eng,,2010-01-01,11312/a-00081665-1,,,
childes/Eng-NA/Champaign/27X/26B,26B,eng,,2009-11-01,11312/a-00081666-1,,,
childes/Eng-NA/Champaign/27X/28G,28G,eng,,2009-11-01,11312/a-00081667-1,,,
childes/Eng-NA/Champaign/27X/30B,30B,eng,,2009-12-01,11312/a-00081668-1,,,
childes/Eng-NA/Champaign/27X/33B,33B,eng,,2010-03-01,11312/a-00081669-1,,,
childes/Eng-NA/Champaign/27X/35G,35G,eng,,2009-11-01,11312/a-00081670-1,,,
childes/Eng-NA/Champaign/27X/36B,36B,eng,,2009-12-01,11312/a-00081671-1,,,
childes/Eng-NA/Champaign/27X/38G,38G,eng,,2010-10-01,11312/a-00081672-1,,,
childes/Eng-NA/Champaign/27X/39B,39B,eng,,2010-05-01,11312/a-00081673-1,,,
childes/Eng-NA/Champaign/27X/40B,40B,eng,,2010-10-01,11312/a-00081674-1,,,
childes/Eng-NA/Champaign/27X/41G,41G,eng,,2010-06-01,11312/a-00081675-1,,,
childes/Eng-NA/Champaign/27X/42B,42B,eng,,2010-10-01,11312/a-00081676-1,,,
childes/Eng-NA/Champaign/27X/43B,43B,eng,,2010-11-01,11312/a-00081677-1,,,
childes/Eng-NA/Champaign/27X/44B,44B,eng,,2010-09-01,11312/a-00081678-1,,,
childes/Eng-NA/Champaign/27X/45G,45G,eng,,2010-11-01,11312/a-00081679-1,,,
childes/Eng-NA/Champaign/27X/46G,46G,eng,,2010-08-01,11312/a-00081680-1,,,
childes/Eng-NA/Champaign/27X/47B,47B,eng,,2010-10-01,11312/a-00081681-1,,,
childes/Eng-NA/Champaign/27X/48B,48B,eng,,2010-12-01,11312/a-00081682-1,,,
childes/Eng-NA/Champaign/27X/49G,49G,eng,,2010-12-01,11312/a-00081683-1,,,
childes/Eng-NA/Champaign/27X/50B,50B,eng,,2010-10-01,11312/a-00081684-1,,,
childes/Eng-NA/Champaign/27X/51G,51G,eng,,2010-07-01,11312/a-00081685-1,,,
childes/Eng-NA/Champaign/27X/53G,53G,eng,,2010-08-01,11312/a-00081686-1,,,
childes/Eng-NA/Champaign/27X/54B,54B,eng,,1911-03-01,11312/a-00081687-1,,,
childes/Eng-NA/Champaign/27X/55G,55G,eng,,2010-09-01,11312/a-00081688-1,,,
childes/Eng-NA/Champaign/27X/57B,57B,eng,,2010-10-01,11312/a-00081689-1,,,
childes/Eng-NA/Champaign/27X/58G,58G,eng,,2011-04-01,11312/a-00081690-1,,,
childes/Eng-NA/Champaign/27X/59B,59B,eng,,2011-03-01,11312/a-00081691-1,,,
childes/Eng-NA/Champaign/27X/60G,60G,eng,,2011-03-01,11312/a-00081692-1,,,
childes/Eng-NA/Champaign/27X/61B,61B,eng,,2011-05-01,11312/a-00081693-1,,,
childes/Eng-NA/Champaign/30P/01G,01G,eng,,2009-11-01,11312/a-00081694-1,,,
childes/Eng-NA/Champaign/30P/03G,03G,eng,,2010-04-01,11312/a-00081695-1,,,
childes/Eng-NA/Champaign/30P/05G,05G,eng,,2009-12-01,11312/a-00081696-1,,,
childes/Eng-NA/Champaign/30P/06B,06B,eng,,2009-10-01,11312/a-00081697-1,,,
childes/Eng-NA/Champaign/30P/08G,08G,eng,,2010-01-01,11312/a-00081698-1,,,
childes/Eng-NA/Champaign/30P/09G,09G,eng,,2010-04-01,11312/a-00081699-1,,,
childes/Eng-NA/Champaign/30P/10G,10G,eng,,2009-12-01,11312/a-00081700-1,,,
childes/Eng-NA/Champaign/30P/11B,11B,eng,,2009-11-01,11312/a-00081701-1,,,
childes/Eng-NA/Champaign/30P/12G,12G,eng,,2010-02-01,11312/a-00081702-1,,,
childes/Eng-NA/Champaign/30P/13B,13B,eng,,2009-07-01,11312/a-00081703-1,,,
childes/Eng-NA/Champaign/30P/18B,18B,eng,,2010-01-01,11312/a-00081704-1,,,
childes/Eng-NA/Champaign/30P/19G,19G,eng,,2009-12-01,11312/a-00081705-1,,,
childes/Eng-NA/Champaign/30P/20G,20G,eng,,2010-01-01,11312/a-00081706-1,,,
childes/Eng-NA/Champaign/30P/21B,21B,eng,,2010-02-01,11312/a-00081707-1,,,
childes/Eng-NA/Champaign/30P/22B,22B,eng,,2010-02-01,11312/a-00081708-1,,,
childes/Eng-NA/Champaign/30P/25G,25G,eng,,2010-03-01,11312/a-00081709-1,,,
childes/Eng-NA/Champaign/30P/26B,26B,eng,,2010-02-01,11312/a-00081710-1,,,
childes/Eng-NA/Champaign/30P/28G,28G,eng,,2010-02-01,11312/a-00081711-1,,,
childes/Eng-NA/Champaign/30P/30B,30B,eng,,2010-03-01,11312/a-00081712-1,,,
childes/Eng-NA/Champaign/30P/33B,33B,eng,,2010-06-01,11312/a-00081713-1,,,
childes/Eng-NA/Champaign/30P/35G,35G,eng,,2010-02-01,11312/a-00081714-1,,,
childes/Eng-NA/Champaign/30P/36B,36B,eng,,2010-04-01,11312/a-00081715-1,,,
childes/Eng-NA/Champaign/30P/38G,38G,eng,,2011-01-01,11312/a-00081716-1,,,
childes/Eng-NA/Champaign/30P/39B,39B,eng,,2010-07-01,11312/a-00081717-1,,,
childes/Eng-NA/Champaign/30P/40B,40B,eng,,2011-01-01,11312/a-00081718-1,,,
childes/Eng-NA/Champaign/30P/41G,41G,eng,,2010-10-01,11312/a-00081719-1,,,
childes/Eng-NA/Champaign/30P/42B,42B,eng,,2011-02-01,11312/a-00081720-1,,,
childes/Eng-NA/Champaign/30P/43B,43B,eng,,2011-01-01,11312/a-00081721-1,,,
childes/Eng-NA/Champaign/30P/44B,44B,eng,,2010-12-01,11312/a-00081722-1,,,
childes/Eng-NA/Champaign/30P/45G,45G,eng,,2011-02-01,11312/a-00081723-1,,,
childes/Eng-NA/Champaign/30P/46G,46G,eng,,2010-12-01,11312/a-00081724-1,,,
childes/Eng-NA/Champaign/30P/47B,47B,eng,,2011-02-01,11312/a-00081725-1,,,
childes/Eng-NA/Champaign/30P/48B,48B,eng,,2011-02-01,11312/a-00081726-1,,,
childes/Eng-NA/Champaign/30P/49G,49G,eng,,1911-03-01,11312/a-00081727-1,,,
childes/Eng-NA/Champaign/30P/50B,50B,eng,,2011-01-01,11312/a-00081728-1,,,
childes/Eng-NA/Champaign/30P/51G,51G,eng,,2010-10-01,11312/a-00081729-1,,,
childes/Eng-NA/Champaign/30P/53G,53G,eng,,2010-11-01,11312/a-00081730-1,,,
childes/Eng-NA/Champaign/30P/54B,54B,eng,,2011-06-01,11312/a-00081731-1,,,
childes/Eng-NA/Champaign/30P/55G,55G,eng,,2010-12-01,11312/a-00081732-1,,,
childes/Eng-NA/Champaign/30P/57B,57B,eng,,1911-01-01,11312/a-00081733-1,,,
childes/Eng-NA/Champaign/30P/58G,58G,eng,,2011-06-01,11312/a-00081734-1,,,
childes/Eng-NA/Champaign/30P/59B,59B,eng,,2011-07-01,11312/a-00081735-1,,,
childes/Eng-NA/Champaign/30P/60G,60G,eng,,2011-06-01,11312/a-00081736-1,,,
childes/Eng-NA/Champaign/30P/61B,61B,eng,,2011-08-01,11312/a-00081737-1,,,
childes/Eng-NA/Champaign/30X/01G,01G,eng,,2009-11-01,11312/a-00081738-1,,,
childes/Eng-NA/Champaign/30X/03G,03G,eng,,2010-04-01,11312/a-00081739-1,,,
childes/Eng-NA/Champaign/30X/05G,05G,eng,,2009-12-01,11312/a-00081740-1,,,
childes/Eng-NA/Champaign/30X/06B,06B,eng,,2009-10-01,11312/a-00081741-1,,,
childes/Eng-NA/Champaign/30X/08G,08G,eng,,2010-01-01,11312/a-00081742-1,,,
childes/Eng-NA/Champaign/30X/09G,09G,eng,,2010-04-01,11312/a-00081743-1,,,
childes/Eng-NA/Champaign/30X/10G,10G,eng,,2009-12-01,11312/a-00081744-1,,,
childes/Eng-NA/Champaign/30X/11B,11B,eng,,2009-11-01,11312/a-00081745-1,,,
childes/Eng-NA/Champaign/30X/12G,12G,eng,,2010-02-01,11312/a-00081746-1,,,
childes/Eng-NA/Champaign/30X/13B,13B,eng,,2009-07-01,11312/a-00081747-1,,,
childes/Eng-NA/Champaign/30X/18B,18B,eng,,2010-01-01,11312/a-00081748-1,,,
childes/Eng-NA/Champaign/30X/19G,19G,eng,,2009-12-01,11312/a-00081749-1,,,
childes/Eng-NA/Champaign/30X/20G,20G,eng,,2010-01-01,11312/a-00081750-1,,,
childes/Eng-NA/Champaign/30X/21B,21B,eng,,2010-02-01,11312/a-00081751-1,,,
childes/Eng-NA/Champaign/30X/22B,22B,eng,,2010-02-01,11312/a-00081752-1,,,
childes/Eng-NA/Champaign/30X/25G,25G,eng,,2010-03-01,11312/a-00081753-1,,,
childes/Eng-NA/Champaign/30X/26B,26B,eng,,2010-02-01,11312/a-00081754-1,,,
childes/Eng-NA/Champaign/30X/28G,28G,eng,,2010-02-01,11312/a-00081755-1,,,
childes/Eng-NA/Champaign/30X/30B,30B,eng,,2010-03-01,11312/a-00081756-1,,,
childes/Eng-NA/Champaign/30X/33B,33B,eng,,2010-06-01,11312/a-00081757-1,,,
childes/Eng-NA/Champaign/30X/35G,35G,eng,,2010-02-01,11312/a-00081758-1,,,
childes/Eng-NA/Champaign/30X/36B,36B,eng,,2010-05-01,11312/a-00081759-1,,,
childes/Eng-NA/Champaign/30X/38G,38G,eng,,2011-01-01,11312/a-00081760-1,,,
childes/Eng-NA/Champaign/30X/39B,39B,eng,,2010-07-01,11312/a-00081761-1,,,
childes/Eng-NA/Champaign/30X/40B,40B,eng,,2011-01-01,11312/a-00081762-1,,,
childes/Eng-NA/Champaign/30X/41G,41G,eng,,2010-10-01,11312/a-00081763-1,,,
childes/Eng-NA/Champaign/30X/42B,42B,eng,,2011-02-01,11312/a-00081764-1,,,
childes/Eng-NA/Champaign/30X/43B,43B,eng,,2011-01-01,11312/a-00081765-1,,,
